year,title,artist,number,genre
1990,희망사항 ,변진섭,52451,발라드
1990,사랑일뿐야 ,김민우,53615,발라드
1990,유리창엔 비 ,햇빛촌,53088,발라드
1990,비오는 날 수채화 ,김현식,104134,록/메탈
1990,비오는 날 수채화 ,김현식,104134,국내영화
1990,마지막 콘서트 ,이승철,58160,발라드
1990,그 아픔까지 사랑한거야 ,조정현,1017150,발라드
1990,어떤이의 꿈 ,봄여름가을겨울,1104907,록/메탈
1990,슬픈 표정 하지 말아요 ,신해철,53586,록/메탈
1990,보고싶은 얼굴 ,민해경,1878281,댄스
1990,사계 ,노래를 찾는 사람들,53062,포크/블루스
1990,입영열차안에서 ,김민우,53616,발라드
1990,향기로운 추억 (응답하라 1988 삽입곡) ,박학기,53018,발라드
1990,텅 빈 마음 ,이승환,531483,발라드
1990,찬바람이 불면 ,김지연,664262,발라드
1990,넋두리 ,김현식,53159,발라드
1990,잊지 말아요 ,최성수,525202,발라드
1990,사랑할꺼야 ,이상은 (=Lee-tzsche),91135,발라드
1990,마음에 쓰는 편지 ,임백천,67911,발라드
1990,눈물나는 날에는 ,푸른하늘,1839744,발라드
1990,시청앞 지하철 역에서 ,동물원,3655234,포크/블루스
1990,얄미운 사람 ,김지애,52841,성인가요/트로트
1990,채워지지 않는 빈자리 ,이상우,52156,발라드
1990,소중한 너 (Duet With 조규찬) ,박선주 (Pak Sun Zoo),842539,발라드
1990,추억속의 재회 ,조용필,68931,발라드
1990,이 밤이 지나도록 ,푸른하늘,1839752,발라드
1990,너에게로 또 다시 ,변진섭,52441,발라드
1990,슬픈 바다 ,조정현,1017153,발라드
1990,솔아 솔아 푸르른 솔아 ,노래를 찾는 사람들,53060,포크/블루스
1990,내일일기 ,오석준,53426,발라드
1990,한 여름의 크리스마스 ,이정현,53535,발라드
1990,존대말을 써야할지 반말로 얘기해야 할지 ,민해경,3708777,댄스
1990,난 그대만을 사랑했나봐 ,박정운,53530,발라드
1990,나만의 것 ,김완선,3403849,발라드
1990,예정된 시간을 위하여 ,,1080545,발라드
1990,인디안 인형처럼 ,Nami (나미),1874936,성인가요/트로트
1990,어느새 ,장필순,520770,록/메탈
1990,당신은 어디 있나요 ,양수경,65728,발라드
1990,로라 ,변진섭,52443,발라드
1990,사랑으로 ,해바라기,2036548,포크/블루스
1990,나만의 그대 ,이상우,51430,발라드
1990,내일이 찾아오면 ,박정운,53528,발라드
1990,겨울 애상 ,이선희,52945,발라드
1990,솔직할 수 있도록 ,최성원,1839723,발라드
1990,언제나 타인 ,김수철,1517745,록/메탈
1990,동네 ('응답하라 1988' 삽입곡) ,김현철,51275,발라드
1990,칠갑산 ,주병선,1081140,성인가요/트로트
1990,거울이 되어 ,최용준,51590,발라드
1990,거울이 되어 ,최용준,51590,록/메탈
1990,그때 그날로 ,장호철,3442905,발라드
1990,아침(Inst.) ,김민기,622647,포크/블루스
1990,자꾸 서성이게 돼 ,박학기,2183426,발라드
1991,내사랑 내곁에 (응답하라 1988 삽입곡) ,김현식,49933,발라드
1991,이별의 그늘 ,윤상,1695858,발라드
1991,미소 속에 비친 그대 ,신승훈,51481,발라드
1991,김성호의 회상 ,김성호,50313,발라드
1991,삐에로는 우릴 보고 웃지 ,김완선,3403850,댄스
1991,너를 사랑하고도 ,전유나,69663,발라드
1991,이별의 끝은 어디인가요 ,양수경,65720,발라드
1991,그대 슬픔까지 사랑해 ,심신,91373,발라드
1991,너를 향한 마음 ,이승환,51976,발라드
1991,날 울리지마 ,신승훈,49551,댄스
1991,만남 ,노사연,1017208,성인가요/트로트
1991,흩어진 나날들 ,강수지,51930,발라드
1991,친구에게 ,김민우,48940,발라드
1991,어떤 이별 ,변진섭,1517332,발라드
1991,꿈에서 본 거리 ,푸른하늘,1839784,발라드
1991,외롭지만 혼자 걸을 수 있어 ,봄여름가을겨울,1104921,발라드
1991,내 마음 깊은 곳의 너 ,신해철,91462,록/메탈
1991,이 밤이 지나도록 ,푸른하늘,1839752,발라드
1991,이젠 ,이상우,51433,발라드
1991,이제 아침이 왔어요 ,최성수,987812,발라드
1991,그녀를 만나는 곳 100M 전 ,이상우,51431,발라드
1991,텅 빈 거리에서 ,015B,83264,발라드
1991,당신은 어디 있나요 ,양수경,65728,발라드
1991,기다린 날도 지워질 날도 ,이승환,531488,발라드
1991,사랑했지만 ,김광석,3849474,포크/블루스
1991,너에게 들려주고 싶은 이야기 ,015B,61514,발라드
1991,늦지않았음을 ,송재호,49353,발라드
1991,넋두리 ,김현식,53159,발라드
1991,당신 ,김정수,1003590,성인가요/트로트
1991,그대가 나에게 ,이승철,58173,발라드
1991,이별 아닌 이별 ,이범학,1878583,발라드
1991,꿈 ,조용필,52004,성인가요/트로트
1991,시청앞 지하철 역에서 ,동물원,3655234,포크/블루스
1991,어느날 문득 ,유열,3592472,발라드
1991,소녀시대 ,이승철,49582,댄스
1991,그대품에 잠들었으면 ,박정수,1010210,포크/블루스
1991,화요일에 비가 내리면 ,박미경,1820033,발라드
1991,추억의 책장을 넘기면 ,이선희,64942,발라드
1991,이별여행 ,원미연,51471,발라드
1991,재즈 카페 ,신해철,57615,록/메탈
1991,그대가 나를 사랑하신다면 ,이선희,51685,발라드
1991,미워서 미워질때 ,변진섭,1517335,발라드
1991,멀어지는 그 미소 ,이주엽,986381,발라드
1991,어떻게든 되겠지 ,변영태,1010489,발라드
1991,내사랑 투유 ,조갑경,91049,발라드
1991,그리운 이름 ,노래를 찾는 사람들,1185463,포크/블루스
1991,항상 기뻐하는 사람들 ,봄여름가을겨울,1104916,발라드
1991,몰래한 사랑 ,김지애,608199,성인가요/트로트
1991,그대가 이 세상에 있는 것만으로 ,한동준,504159,발라드
1991,안녕 ,신해철,53591,록/메탈
1992,10년전의 일기를 꺼내어 ,봄여름가을겨울,49473,록/메탈
1992,도시인 ,넥스트,49035,록/메탈
1992,아주 오래된 연인들 ,015B,50733,발라드
1992,난 알아요 ,서태지와 아이들,50012,댄스
1992,또 다른 만남을 위해 ,김민종,463542,발라드
1992,보이지 않는 사랑 ,신승훈,49541,발라드
1992,대답 없는 너 ,김종서,64056,록/메탈
1992,하룻밤의 꿈 ,이상우,49838,발라드
1992,오늘 같은 밤이면 ,박정운,104668,발라드
1992,꿈 ,이현우,1414786,댄스
1992,,이윤수,78782,포크/블루스
1992,내가 아는 한가지 ,이덕진,45926,발라드
1992,내가 너를 느끼듯이 ,손지창,49808,발라드
1992,한사람을 위한 마음 ,이오공감,1136819,발라드
1992,나의 노래 ,김광석,2981575,포크/블루스
1992,너를 처음만난 그때 ,박준하,49560,발라드
1992,사랑은 차가운 유혹 ,양수경,91058,댄스
1992,비애 ,조정현,90355,발라드
1992,떠나간 후에 ,015B,1585643,발라드
1992,가려진 시간 사이로 ,윤상,1707087,발라드
1992,너에게 들려주고 싶은 이야기 ,015B,61514,발라드
1992,50년 후의 내모습 ,신해철,57623,록/메탈
1992,미소 ,신해철,49494,발라드
1992,별걸다 기억하는 남자 ,노영심,18187,발라드
1992,말도 안돼 ,한영애,49918,록/메탈
1992,우연히 ,신승훈,49544,댄스
1992,옛이야기 ,김규민,33940,발라드
1992,질투 ,유승범,174589,록/메탈
1992,질투 ,유승범,174589,국내드라마
1992,벙어리 바이올린 ,윤설하,77266,발라드
1992,그대품에 잠들었으면 ,박정수,1010210,포크/블루스
1992,너와 함께 있는 이유 ,변진섭,1517351,발라드
1992,그런대로 ,김현철,83360,발라드
1992,내사랑 내곁에 (응답하라 1988 삽입곡) ,김현식,49933,발라드
1992,내일을 향해 ,신성우,3047051,록/메탈
1992,이 밤이 지나면 ,임재범,49565,발라드
1992,타타타 ,김국환,91386,성인가요/트로트
1992,너를 향한 마음 ,이승환,51976,발라드
1992,내마음 알겠니 ,강수지,45956,발라드
1992,흐린 기억속의 그대 ,현진영,176479,댄스
1992,세상에 뿌려진 사랑만큼 ,이승환,51977,발라드
1992,애수 ,김완선,3403869,댄스
1992,눈 감아봐도 ,박준희,49186,댄스
1992,유난히 ,박학기,987122,발라드
1992,욕심쟁이 ,심신,91385,발라드
1992,옛사랑 ,이문세,1178435,발라드
1992,사랑일기 ,김지연,49448,발라드
1992,꿈에서 본 거리 ,푸른하늘,1839784,발라드
1992,이별 아닌 이별 ,이범학,1878583,발라드
1992,추억 만들기 ,김현식,49938,발라드
1992,낭랑 18세(Mega Mix) ,한서경,1185072,성인가요/트로트
1993,너를 사랑해 ,한동준,57339,발라드
1993,방황 ,이승철,91403,발라드
1993,널 사랑하니까 ,신승훈,56288,발라드
1993,다시만난 너에게 ,피노키오,54182,록/메탈
1993,애모 ,김수희,1847750,성인가요/트로트
1993,그대안의 블루 ,김현철,111572,발라드
1993,그대안의 블루 ,김현철,111572,국내영화
1993,너에게 원한건 ,노이즈,54227,댄스
1993,나의 노래 ,김광석,2981575,포크/블루스
1993,난 멈추지 않는다 ,잼,54414,댄스
1993,걸어서 하늘까지 ,장현철,106047,록/메탈
1993,걸어서 하늘까지 ,장현철,106047,국내드라마
1993,언제나 그 자리에 ,신효범,91104,발라드
1993,그래도 이제는 ,김종서,91407,록/메탈
1993,먼 훗날 ,박정운,193014,발라드
1993,자아도취 ,푸른하늘,1839185,발라드
1993,너의 결혼식 ,윤종신,91406,발라드
1993,하여가(何如歌) ,서태지와 아이들,55543,댄스
1993,하늘 아래서 (New Version) ,김민종,16936,발라드
1993,,이무송,91408,발라드
1993,신(新) 인류의 사랑 ,015B,56245,록/메탈
1993,언젠가는 ,이상은 (=Lee-tzsche),54376,록/메탈
1993,첫인상 ,김건모,56880,댄스
1993,사랑하지 않을 거야 ,나현희,108031,발라드
1993,천년학 (대금 타이틀) ,,1517671,국내영화
1993,아껴둔 사랑을 위해 ,이주원,54041,발라드
1993,모두 잠든 후에 ,김원준,91396,댄스
1993,아주 오래된 연인들 ,015B,50733,발라드
1993,흔적 ,최유나,1023586,성인가요/트로트
1993,옛 친구에게 ,여행스케치,54362,포크/블루스
1993,Say Yes (Part1) ,라종민,4463473,국내영화
1993,각자의 길 ,EOS(이오에스),1003900,댄스
1993,장미의 미소 ,신인수,536778,발라드
1993,장미의 미소 ,신인수,536778,국내드라마
1993,아라비안 나이트 (Remake) ,김준선 (Adrian K),3052417,댄스
1993,그때는 알겠지 ,강수지,91110,발라드
1993,햄 ,김승기,54974,발라드
1993,너는 왜 ,철이와 미애,50943,댄스
1993,그대 내게 다시 ,변진섭,91395,발라드
1993,잠 못 드는 밤 비는 내리고 ,김건모,57519,댄스
1993,연인 (Original Ver.) ,정석원,2119075,국내드라마
1993,나를 돌아봐 ,듀스,55040,랩/힙합
1993,프란다스의 개 ,이승환,532100,발라드
1993,이별 없던 세상 ,윤상,56251,발라드
1993,지금은 알 수 없어 (My Love) ,김종서,64060,록/메탈
1993,언제나 (Always) ,김원준,56084,댄스
1993,처음 그 느낌처럼 ,신승훈,91435,댄스
1993,산골 소년의 사랑이야기 ,예민,50627,포크/블루스
1993,오프닝/날 울리지마 ,신승훈,57531,댄스
1993,내게 ,이승환,532083,발라드
1993,너만을 느끼며 ,더 블루,53779,발라드
1993,너에게로 가는 길 ,장동건,3052620,국내드라마
1993,슬픈 베아트리체 ,조용필,79614,성인가요/트로트
1994,핑계 ,김건모,56870,댄스
1994,사랑할수록 ,부활,55991,록/메탈
1994,달의 몰락 ,김현철,2183382,발라드
1994,기억의 습작 ,전람회,61500,발라드
1994,오래전 그날 ,윤종신,57583,발라드
1994,칵테일 사랑 ,마로니에,1931126,댄스
1994,다시만난 너에게 ,피노키오,54182,록/메탈
1994,넌 할 수 있어 ,강산에,38757,록/메탈
1994,립스틱 짙게 바르고 ,임주리,91116,성인가요/트로트
1994,난 널 사랑해 ,신효범,91114,발라드
1994,나는 문제 없어 ,황규영,2744663,댄스
1994,마법의 성 ,더 클래식,61829,발라드
1994,일과 이분의 일 ,투투,3363619,댄스
1994,서시 ,신성우,851719,록/메탈
1994,우리는 ,듀스,1675281,랩/힙합
1994,멀어져 간 사람아 ,박상민,91475,발라드
1994,추억 #1 ,조규찬,742447,발라드
1994,그냥 걸었어 ,임종환,56449,발라드
1994,넌 언제나 ,모노,1877188,발라드
1994,자유시대 ,모자이크,32442,댄스
1994,비창 ,이상우,172354,발라드
1994,비창 ,이상우,172354,국내드라마
1994,내게 ,이승환,532083,발라드
1994,혼자만의 사랑 ,김태영,39348,발라드
1994,너를 사랑해 ,한동준,57339,발라드
1994,그 후로 오랫동안 ,신승훈,58937,발라드
1994,마지막 승부 ,김민교,108385,록/메탈
1994,마지막 승부 ,김민교,108385,국내드라마
1994,내가 널 닮아갈 때 ,노이즈,57211,댄스
1994,남겨진 독백 ,김종서,524811,록/메탈
1994,그대 사랑안에 머물러 ,김정민,2796367,발라드
1994,신(新) 인류의 사랑 ,015B,56245,록/메탈
1994,사랑하고 있다는 걸 ,손지창,33046705,발라드
1994,날아라 병아리 ,넥스트,33571,발라드
1994,난 너에게 ,민들레,37036,발라드
1994,난 너에게 ,민들레,37036,포크/블루스
1994,하얀 겨울 ,Mr.2,2323160,발라드
1994,늪 ,조관우,59448,발라드
1994,기억 속의 멜로디 ,오태호,418014,발라드
1994,100일(日)째 만남 ,룰라,32676,댄스
1994,,박정운,56846,발라드
1994,너 하나만을 위해 ,구본승,3603383,발라드
1994,발해를 꿈꾸며 ,서태지와 아이들,91470,록/메탈
1994,,데이지,3048210,록/메탈
1994,오래된 친구 ,빛과 소금,104786,록/메탈
1994,어려워 정말 (Extended Ver.) ,닥터 레게,56962,댄스
1994,일어나 ,김광석,2981592,포크/블루스
1994,,최연제,458105,성인가요/트로트
1994,너 없는 동안 ,김원준,58967,댄스
1994,낯선 사람들 ,낯선 사람들,66221,재즈
1994,낯선 사람들 ,낯선 사람들,66221,보컬재즈
1994,아름다운 너에게 ,강수지,38890,발라드
1994,세상밖으로 ,김종서,524812,록/메탈
1994,난 단지 나일뿐 ,Mr.2,2323166,발라드
1995,잘못된 만남 ,김건모,62462,댄스
1995,사랑을 할꺼야 ,녹색지대,1622501,발라드
1995,이 밤의 끝을 잡고 ,솔리드,66261,R&B/Soul
