year,title,artist,number
1990,희망사항 ,변진섭,52451
1990,사랑일뿐야 ,김민우,53615
1990,유리창엔 비 ,햇빛촌,53088
1990,비오는 날 수채화 ,김현식,104134
1990,마지막 콘서트 ,이승철,58160
1990,그 아픔까지 사랑한거야 ,조정현,1017150
1990,어떤이의 꿈 ,봄여름가을겨울,1104907
1990,슬픈 표정 하지 말아요 ,신해철,53586
1990,보고싶은 얼굴 ,민해경,1878281
1990,사계 ,노래를 찾는 사람들,53062
1990,입영열차안에서 ,김민우,53616
1990,향기로운 추억 (응답하라 1988 삽입곡) ,박학기,53018
1990,텅 빈 마음 ,이승환,531483
1990,찬바람이 불면 ,김지연,664262
1990,넋두리 ,김현식,53159
1990,잊지 말아요 ,최성수,525202
1990,사랑할꺼야 ,이상은 (=Lee-tzsche),91135
1990,마음에 쓰는 편지 ,임백천,67911
1990,눈물나는 날에는 ,푸른하늘,1839744
1990,시청앞 지하철 역에서 ,동물원,3655234
1990,얄미운 사람 ,김지애,52841
1990,채워지지 않는 빈자리 ,이상우,52156
1990,소중한 너 (Duet With 조규찬) ,박선주 (Pak Sun Zoo),842539
1990,추억속의 재회 ,조용필,68931
1990,이 밤이 지나도록 ,푸른하늘,1839752
1990,너에게로 또 다시 ,변진섭,52441
1990,슬픈 바다 ,조정현,1017153
1990,솔아 솔아 푸르른 솔아 ,노래를 찾는 사람들,53060
1990,내일일기 ,오석준,53426
1990,한 여름의 크리스마스 ,이정현,53535
1990,존대말을 써야할지 반말로 얘기해야 할지 ,민해경,3708777
1990,난 그대만을 사랑했나봐 ,박정운,53530
1990,나만의 것 ,김완선,3403849
1990,예정된 시간을 위하여 ,N/A,1080545
1990,인디안 인형처럼 ,Nami (나미),1874936
1990,어느새 ,장필순,520770
1990,당신은 어디 있나요 ,양수경,65728
1990,로라 ,변진섭,52443
1990,사랑으로 ,해바라기,2036548
1990,나만의 그대 ,이상우,51430
1990,내일이 찾아오면 ,박정운,53528
1990,겨울 애상 ,이선희,52945
1990,솔직할 수 있도록 ,최성원,1839723
1990,언제나 타인 ,김수철,1517745
1990,동네 ('응답하라 1988' 삽입곡) ,김현철,51275
1990,칠갑산 ,주병선,1081140
1990,거울이 되어 ,최용준,51590
1990,그때 그날로 ,장호철,3442905
